date,open,high,low,mstr
2025-07-18 16:00:00,429.915,431.15,426.63,428.62
2025-07-18 17:00:00,428.65,429.37,423.8,424.85
2025-07-18 18:00:00,424.93,426.035,422.41,422.69
2025-07-18 19:00:00,422.79,429.635,422.49,423.16
2025-07-21 14:00:00,433.575,436.38,431.15,433.08
2025-07-21 15:00:00,433.0,434.17,430.0,430.22
2025-07-21 16:00:00,430.325,430.67,425.58,429.11
2025-07-21 17:00:00,429.31,433.16,429.27,432.375
2025-07-21 18:00:00,432.14,433.86,428.95,429.39
2025-07-21 19:00:00,429.875,432.94,424.81,425.915
2025-07-22 14:00:00,415.43,423.75,413.61,423.51
2025-07-22 15:00:00,423.45,425.59,422.75,423.49
2025-07-22 16:00:00,423.805,425.0,417.73,419.75
2025-07-22 17:00:00,419.52,426.4,417.51,426.06
2025-07-22 18:00:00,425.97,429.52,425.35,428.755
2025-07-22 19:00:00,428.91,430.1,425.55,426.51
2025-07-23 14:00:00,415.93,417.22,412.5,415.29
2025-07-23 15:00:00,416.1,418.48,412.985,417.45
2025-07-23 16:00:00,417.1,417.57,412.83,413.015
2025-07-23 17:00:00,413.02,413.57,406.1,409.44
2025-07-23 18:00:00,409.5,410.85,407.61,409.04
2025-07-23 19:00:00,409.1,413.425,408.59,412.71
2025-07-24 14:00:00,406.98,412.98,406.55,412.78
2025-07-24 15:00:00,412.75,414.03,410.62,412.94
2025-07-24 16:00:00,413.02,414.695,411.775,412.93
2025-07-24 17:00:00,412.93,417.04,412.825,415.8
2025-07-24 18:00:00,415.58,418.625,414.77,417.125
2025-07-24 19:00:00,417.12,419.92,414.73,415.07
2025-07-25 14:00:00,405.88,407.08,403.86,403.86
2025-07-25 15:00:00,403.8,406.825,403.21,405.97
2025-07-25 16:00:00,405.945,407.04,404.77,406.045
